item,score,total_occ,preferred_occ
realistic emphasis,0.8,10,8
parallel tomb,0.4444444444444444,9,4
linear borough,0.1111111111111111,9,1
spectacular gender,0.25,8,2
comfortable mammal,0.6,10,6
part-time redundancy,0.3,10,3
convenient intake,0.6666666666666666,9,6
visual regiment,0.4,10,4
respective dirt,0.375,8,3
quiet digit,0.4,10,4
on-line cycling,0.5,8,4
Australian burning,0.6,10,6
selected technician,0.8888888888888888,9,8
romantic rep,0.3333333333333333,9,3
structural twin,0.8333333333333334,6,5
initial twin,0.3333333333333333,9,3
impressive illness,0.6,10,6
dynamic cavity,0.125,8,1
wrong sandstone,0.375,8,3
Korean grant,0.9,10,9
massive wire,0.8888888888888888,9,8
tropical chemist,0.4444444444444444,9,4
female globe,0.0,7,0
sweet oath,0.4444444444444444,9,4
foreign pond,0.6,10,6
confident rocket,0.1,10,1
actual leisure,0.3,10,3
rural throne,0.6,10,6
classical hundred,0.4,10,4
forthcoming plate,0.7,10,7
thick litigation,0.3333333333333333,9,3
thin delight,0.2,10,2
sexual resort,0.4,10,4
Turkish delivery,0.6666666666666666,9,6
prominent motion,0.7,10,7
cultural glimpse,0.7777777777777778,9,7
affordable arcade,1.0,7,7
mathematical texture,0.1111111111111111,9,1
classical reporter,0.6666666666666666,9,6
basic bull,0.5,10,5
Western commodity,0.875,8,7
proud drought,0.2222222222222222,9,2
environmental spa,0.6666666666666666,9,6
electrical fringe,0.4444444444444444,9,4
twin personnel,0.4,10,4
parliamentary prediction,0.7,10,7
royal recruitment,0.5555555555555556,9,5
senior motor,0.3,10,3
technological radiator,0.3333333333333333,9,3
undergraduate leisure,0.8,10,8
South consultant,0.2,10,2
residential quest,0.875,8,7
eligible regeneration,0.5555555555555556,9,5
busy green,0.3,10,3
entire lad,0.5555555555555556,9,5
geographical bottle,0.2,10,2
distinctive slot,0.6666666666666666,9,6
reliable museum,0.5555555555555556,9,5
contemporary reconciliation,0.6666666666666666,9,6
detailed hammer,0.5,10,5
integral hunter,0.5,10,5
retail aviation,0.3,10,3
retail sunset,0.0,10,0
instrumental pig,0.2,10,2
distinct caution,0.7,10,7
Latin pathway,0.2,10,2
whole validation,0.5,10,5
social diocese,0.7,10,7
front pound,0.4,10,4
secondary Buddhism,0.3,10,3
literary parking,0.3333333333333333,9,3
funny chromosome,0.3333333333333333,9,3
wooden situation,0.4,10,4
back redundancy,0.1111111111111111,9,1
Scottish concrete,0.42857142857142855,7,3
corresponding learning,0.2222222222222222,9,2
ongoing bishop,0.1,10,1
exclusive notation,0.6,10,6
tropical attacker,0.7,10,7
giant weakness,0.625,8,5
average stakeholder,0.8888888888888888,9,8
capable passage,0.5555555555555556,9,5
raw nursery,0.1,10,1
apparent refurbishment,0.6,10,6
undergraduate conditioning,0.5,8,4
similar freezing,0.0,10,0
fine proliferation,0.5,10,5
proud custom,0.75,8,6
median boyfriend,0.4,10,4
minimal vet,0.1111111111111111,9,1
monthly pdf,0.8,10,8
Italian insulin,0.3333333333333333,9,3
written slope,0.25,8,2
combined bucket,0.1111111111111111,9,1
archaeological power,0.7142857142857143,7,5
final postage,0.875,8,7
indigenous heating,0.2222222222222222,9,2
nuclear pipeline,0.8,10,8
steep heading,0.3,10,3
broad transmitter,0.9,10,9
tough privilege,0.4444444444444444,9,4
gay striker,0.5,10,5
immediate athletics,0.625,8,5
printed vocalist,0.1,10,1
fat midfield,0.2,10,2
exceptional PDF,0.6,10,6
abstract campus,0.3333333333333333,9,3
crucial helicopter,0.8888888888888888,9,8
clear vacancy,0.5,8,4
retail villain,0.5555555555555556,9,5
rear granite,0.125,8,1
underground objective,0.8,10,8
forthcoming feasibility,0.5,10,5
magnetic deadline,0.2,10,2
sudden wardrobe,0.2,10,2
vocal wreck,0.8888888888888888,9,8
registered ear,0.1,10,1
dry transcript,0.2,10,2
inner motorist,0.3,10,3
remarkable witch,0.5555555555555556,9,5
consecutive batsman,0.25,8,2
ethnic publisher,0.7777777777777778,9,7
part-time motorcycle,0.1,10,1
useful rose,0.5555555555555556,9,5
rich loading,0.2222222222222222,9,2
fellow interior,0.1,10,1
financial shade,0.0,9,0
elderly subsection,0.5,10,5
Welsh illusion,0.5,10,5
Korean polymer,0.4,10,4
fascinating midnight,0.5555555555555556,9,5
dependent fat,0.0,9,0
Turkish thumb,0.3333333333333333,9,3
fast grid,0.5555555555555556,9,5
east sculptor,0.375,8,3
able orbit,0.3,10,3
comprehensive chocolate,0.1111111111111111,9,1
optical hand,0.3333333333333333,9,3
electrical cuisine,0.0,10,0
linear wireless,0.6,10,6
regulatory ramp,0.5,10,5
legal champagne,0.6,10,6
beneficial interior,0.5555555555555556,9,5
operational radiation,0.9,10,9
final percent,0.6,10,6
French forefront,0.5555555555555556,9,5
molecular flank,0.3,10,3
additional sexuality,0.4,10,4
civilian repayment,0.375,8,3
legislative aluminium,0.125,8,1
sole honey,0.3333333333333333,9,3
South surroundings,0.3,10,3
civil modem,0.2222222222222222,9,2
part-time battlefield,0.6666666666666666,6,4
straight cocktail,0.5,10,5
thick hop,0.1,10,1
unlikely regime,0.7,10,7
Catholic misuse,0.375,8,3
dominant earthquake,0.5555555555555556,9,5
severe mammal,0.3,10,3
armed ambassador,0.875,8,7
Danish notice,0.5,10,5
forthcoming rainfall,0.6,10,6
limited heater,0.6,10,6
guilty tab,0.4,10,4
bold sensation,0.8571428571428571,7,6
patient producer,0.7777777777777778,9,7
agricultural pitch,0.6,10,6
impossible artwork,0.4,10,4
Muslim coast,0.2,10,2
detailed Viking,0.1,10,1
sad infrastructure,0.5,10,5
comprehensive minority,0.8333333333333334,6,5
pleasant doctrine,0.8888888888888888,9,8
strange catalog,0.7777777777777778,9,7
basic well,0.8,10,8
western egg,0.3333333333333333,9,3
reasonable confession,0.7,10,7
optional specialty,1.0,9,9
gentle casino,0.1,10,1
Polish salmon,0.5,10,5
random hip,0.2,10,2
Japanese uprising,0.9,10,9
rear vessel,0.8,10,8
adequate bout,0.5555555555555556,9,5
complex cyclist,0.6,10,6
beautiful consciousness,0.9,10,9
superior flash,0.4,10,4
valid yesterday,0.2222222222222222,9,2
correct inquiry,0.8888888888888888,9,8
white refusal,0.1111111111111111,9,1
overall attachment,0.375,8,3
moral frustration,0.9090909090909091,11,10
audio cave,0.2222222222222222,9,2
related tide,0.2222222222222222,9,2
ill virtue,0.6666666666666666,9,6
practical fishery,0.6666666666666666,9,6
powerful surroundings,0.8571428571428571,7,6
wealthy tax,0.6,10,6
technological grandson,0.1,10,1
financial outset,0.875,8,7
civil ribbon,0.2222222222222222,9,2
dry rugby,0.3333333333333333,9,3
West deposit,0.6666666666666666,9,6
western chance,0.42857142857142855,7,3
progressive sculpture,0.8,10,8
part-time antibody,0.2222222222222222,9,2
static blow,0.5555555555555556,9,5
empty fungus,0.1111111111111111,9,1
varied happiness,0.9,10,9
optical friendship,0.375,8,3
southern queue,0.2,10,2
mixed coordinator,0.4444444444444444,9,4
latter broker,0.4,10,4
parallel dive,0.7777777777777778,9,7
scientific refund,0.3333333333333333,9,3
adverse investment,0.6,10,6
abstract spine,0.2222222222222222,9,2
surprising thousand,0.0,9,0
simple kingdom,0.8888888888888888,9,8
available associate,0.9,10,9
Catholic bundle,0.4444444444444444,9,4
sophisticated hurricane,0.5,10,5
substantial media,0.6,10,6
molecular audit,0.2,10,2
massive illness,0.7,10,7
organisational mosque,0.2,10,2
wealthy terror,0.375,8,3
written repayment,0.625,8,5
compulsory radiation,0.4,10,4
mental academy,0.4,10,4
Indian firearm,0.4444444444444444,9,4
eastern prise,0.2,10,2
junior villain,0.7,10,7
elderly retailer,0.8,10,8
fixed navy,0.3,10,3
difficult parallel,0.7,10,7
familiar ethnicity,0.8,10,8
animal motorcycle,0.0,10,0
wonderful maintenance,0.6,10,6
spectacular hectare,0.625,8,5
enjoyable bow,0.2,10,2
sharp capitalism,0.6,10,6
Australian fate,0.2222222222222222,9,2
vulnerable pharmacist,0.3,10,3
logical smoker,0.3333333333333333,9,3
influential street,0.7,10,7
mathematical occurrence,0.5555555555555556,9,5
preferred second,0.6666666666666666,9,6
willing mound,0.2,10,2
radical cream,0.5,8,4
continuous lottery,0.875,8,7
ethical commencement,0.4,10,4
outdoor feasibility,0.375,8,3
presidential misuse,0.625,8,5
international aftermath,0.7777777777777778,9,7
terrorist realism,0.2222222222222222,9,2
sweet trauma,0.2222222222222222,9,2
electrical gateway,0.7777777777777778,9,7
commercial referee,0.9,10,9
South pesticide,0.2,10,2
fat mythology,0.125,8,1
clinical noise,0.4444444444444444,9,4
happy onion,0.0,10,0
impressive induction,0.7,10,7
mental contradiction,0.8888888888888888,9,8
marine closure,0.3,10,3
unlikely motorcycle,0.3333333333333333,9,3
Christian illusion,0.7777777777777778,9,7
structural festival,0.4444444444444444,9,4
serious fox,0.3333333333333333,9,3
mental examiner,0.9,10,9
adjacent fact,0.7,10,7
provincial beginner,0.5714285714285714,7,4
parallel sensitivity,0.3333333333333333,9,3
mutual tube,0.1,10,1
intelligent transcription,0.7142857142857143,7,5
odd sanction,0.9,10,9
dominant slip,0.5,10,5
federal finale,0.5,10,5
fantastic public,0.5555555555555556,9,5
mobile buffer,0.6,10,6
electrical mob,0.3,10,3
linear liability,0.4444444444444444,9,4
right Internet,0.3333333333333333,9,3
considerable liner,0.1,10,1
civilian corn,0.3,10,3
violent dissemination,0.5,8,4
psychological bachelor,0.1111111111111111,9,1
organisational minute,0.2222222222222222,9,2
fast bulk,0.125,8,1
top charter,0.9,10,9
dangerous acknowledgement,0.6666666666666666,9,6
regulatory leg,0.5555555555555556,9,5
Greek seating,0.5,10,5
efficient imagery,0.6,10,6
Western mirror,0.5,8,4
male redevelopment,0.6,10,6
honest hundred,0.375,8,3
multiple chaos,0.2,10,2
nuclear hill,0.125,8,1
corporate altar,0.6666666666666666,9,6
logical semi,0.1,10,1
distinctive brigade,0.8888888888888888,9,8
printed rebellion,0.7777777777777778,9,7
prior heart,0.3333333333333333,9,3
east emergency,0.3,10,3
educational surf,0.3333333333333333,9,3
overall sensor,0.6,10,6
linear nationalism,0.2,10,2
North discovery,0.7777777777777778,9,7
elderly tunnel,0.2,10,2
overall cheer,0.5555555555555556,9,5
institutional soap,0.7,10,7
vocal founding,0.3,10,3
rough credit,0.7,10,7
obvious clinician,0.7,10,7
necessary telecommunication,0.875,8,7
severe utility,0.7,10,7
recent sporting,0.6666666666666666,9,6
adequate councillor,0.6,10,6
rapid cone,0.0,10,0
parliamentary authentication,0.6666666666666666,9,6
fellow incentive,0.2,10,2
east sunlight,0.4444444444444444,9,4
dark stakeholder,0.4444444444444444,9,4
rapid helicopter,0.8,10,8
native relay,0.5,10,5
senior revival,0.6,10,6
military rose,0.5555555555555556,9,5
tropical church,0.4444444444444444,9,4
domestic runway,0.8888888888888888,9,8
institutional seizure,0.3,10,3
historic candidate,0.9,10,9
skilled stable,0.6,10,6
false surgeon,0.625,8,5
slow outskirt,0.0,9,0
junior byte,0.5,8,4
controversial capsule,0.6666666666666666,9,6
terrible tenure,0.7,10,7
slight juice,0.1,10,1
crucial sake,0.1,10,1
intense driver,1.0,9,9
cheap grip,0.7,10,7
lucky assignment,0.7777777777777778,9,7
golden chief,0.7777777777777778,9,7
chief flexibility,0.7,10,7
distant worth,0.1111111111111111,9,1
theoretical caution,0.4444444444444444,9,4
extended pit,0.625,8,5
tiny outset,0.2222222222222222,9,2
scientific sailor,0.8181818181818182,11,9
chronic canvas,0.1,10,1
informal mine,0.2222222222222222,9,2
impossible acronym,0.7777777777777778,9,7
stunning compatibility,0.7777777777777778,9,7
universal quota,0.7777777777777778,9,7
sufficient takeover,0.6666666666666666,9,6
annual portion,1.0,9,9
live affection,0.5,10,5
genetic American,0.7777777777777778,9,7
remarkable purchaser,0.8571428571428571,7,6
chief asthma,0.1111111111111111,9,1
written gold,0.3,10,3
remaining warfare,1.0,10,10
elderly appraisal,0.4444444444444444,9,4
Polish cancellation,0.5,8,4
full-time dwelling,0.9,10,9
notable tissue,0.5555555555555556,9,5
wealthy size,0.2,10,2
quick attorney,0.6666666666666666,9,6
Spanish quarterback,0.8888888888888888,9,8
gentle limit,0.4444444444444444,9,4
compulsory fruit,0.4444444444444444,9,4
integrated contestant,0.5555555555555556,9,5
Muslim location,0.6666666666666666,9,6
fictional welfare,0.3,10,3
considerable backdrop,0.6,10,6
legendary timetable,0.9,10,9
innovative junction,0.8,10,8
electrical remark,0.0,9,0
interested wireless,0.125,8,1
ill insert,0.1,10,1
consistent opposite,0.5,10,5
manual cartridge,0.6,10,6
necessary cold,0.6,10,6
leading firing,0.1111111111111111,9,1
annual mythology,0.3333333333333333,9,3
parliamentary finger,0.3,10,3
regulatory closing,0.9,10,9
legendary coating,0.6666666666666666,9,6
temporary mansion,0.4,10,4
sure calculator,0.5,10,5
part-time closing,0.5555555555555556,9,5
Dutch extra,0.6666666666666666,9,6
indigenous air,0.4444444444444444,9,4
critical cadet,0.75,8,6
maximum termination,0.5555555555555556,9,5
individual pirate,0.4444444444444444,9,4
assistant anatomy,0.1,10,1
wild wireless,0.1,10,1
genetic cloth,0.14285714285714285,7,1
competitive synthesis,0.6,10,6
Latin freezing,0.25,8,2
double goat,0.2857142857142857,7,2
sudden factor,0.4444444444444444,9,4
complex ton,0.375,8,3
preliminary worry,0.6,10,6
equivalent accordance,0.5,10,5
stable uncertainty,0.3333333333333333,6,2
rare routine,0.5555555555555556,9,5
agricultural grid,0.6666666666666666,9,6
angry morality,0.5555555555555556,9,5
conventional heritage,0.875,8,7
initial vicinity,0.5555555555555556,9,5
on-line pad,0.2222222222222222,9,2
ethnic metal,0.3333333333333333,9,3
principal misuse,0.7,10,7
sensitive wagon,0.1,10,1
video poverty,0.2222222222222222,9,2
northern metre,0.2,10,2
least merger,0.375,8,3
thin intersection,0.1,10,1
marine excitement,0.375,8,3
French litre,0.4,10,4
special coalition,1.0,9,9
golden validation,0.4444444444444444,9,4
angry fellowship,0.7,10,7
evil math,0.1,10,1
busy spokesman,1.0,9,9
organic alignment,0.42857142857142855,7,3
quick neighborhood,0.4,10,4
safe trustee,0.8,10,8
nuclear retreat,0.6666666666666666,9,6
extended bomber,0.375,8,3
literary access,0.5555555555555556,9,5
statutory prophecy,0.2222222222222222,9,2
criminal incarnation,0.7777777777777778,9,7
precise interior,0.7,10,7
terrorist wood,0.0,10,0
unlikely civilian,0.8,10,8
dead amplifier,0.8888888888888888,9,8
clear inhabitant,0.4,10,4
plain resort,0.7777777777777778,9,7
printed arthritis,0.0,8,0
comic doctorate,0.3,10,3
Democratic course,0.6,10,6
pregnant intent,0.4,10,4
minimal slide,0.8888888888888888,9,8
German modem,0.8,10,8
secondary Christianity,0.5555555555555556,9,5
agricultural anyone,0.2222222222222222,9,2
illegal junk,0.6,10,6
forthcoming reserve,0.625,8,5
Soviet turbine,0.7,10,7
electronic tonne,0.125,8,1
strict journey,0.625,8,5
dedicated change,0.8,10,8
practical special,0.5,10,5
structural insect,0.5,10,5
North oxygen,0.0,9,0
accessible suspect,0.4,10,4
Latin ladder,0.125,8,1
regulatory honor,0.6,10,6
distinctive injury,0.875,8,7
clinical vacation,0.2222222222222222,9,2
lucky donation,0.6666666666666666,9,6
skilled salt,0.0,9,0
hidden downtown,0.6,10,6
brown approval,0.1,10,1
coastal percussion,0.1111111111111111,9,1
strategic privilege,0.4444444444444444,9,4
preliminary inspector,0.8,10,8
exceptional sand,0.9,10,9
magnetic judge,0.4444444444444444,9,4
sufficient gameplay,0.7777777777777778,9,7
Welsh acid,0.4,10,4
intense functionality,0.9,10,9
federal oxygen,0.1111111111111111,9,1
eastern main,0.3333333333333333,9,3
valid shuttle,0.25,8,2
sure thinker,0.875,8,7
animal conditioning,0.6666666666666666,9,6
warm council,0.2,10,2
maximum correspondent,0.25,8,2
violent weakness,0.2,10,2
lovely Sunday,0.9,10,9
relative trio,0.5,10,5
coastal aspiration,0.6666666666666666,9,6
thick glance,0.3,10,3
cheap ridge,0.2222222222222222,9,2
stable push,0.5,8,4
manual feel,0.8,10,8
honest decline,0.6,10,6
Swedish ridge,0.4,10,4
applicable garrison,0.2,10,2
legislative onion,0.0,9,0
adjacent scroll,0.4444444444444444,9,4
likely equilibrium,0.3,10,3
combined extraction,0.7,10,7
vocal exploitation,0.6,10,6
on-line affiliation,1.0,10,10
theoretical solidarity,0.7777777777777778,9,7
female validation,0.3,10,3
close aspiration,0.75,8,6
prime pony,0.5,10,5
keen submission,0.4444444444444444,9,4
printed borrowing,0.2222222222222222,9,2
federal grip,0.6666666666666666,9,6
sorry consciousness,0.3333333333333333,9,3
beneficial gardener,0.7,10,7
enormous defendant,0.75,8,6
global afternoon,0.25,8,2
east female,0.1111111111111111,9,1
affordable disruption,0.3333333333333333,9,3
fixed outing,0.625,8,5
young equation,0.375,8,3
ready instability,0.375,8,3
lovely partition,1.0,10,10
terrorist scanner,0.7777777777777778,9,7
dominant cheque,0.3,10,3
least vicinity,0.3,10,3
back celebrity,0.3,10,3
low verdict,0.4,10,4
able recorder,0.5,10,5
precise horror,0.4444444444444444,9,4
terrible moderator,0.8888888888888888,9,8
close flour,0.1,10,1
brown keywords,0.3,10,3
native notation,0.4444444444444444,9,4
sharp eating,0.4,10,4
substantial arthritis,0.8888888888888888,9,8
Iraqi daughter,0.6,10,6
mature vampire,0.875,8,7
registered sharing,0.6,10,6
legendary diploma,0.4,10,4
sad salvation,0.7,10,7
immediate delegate,0.7,10,7
genetic laptop,0.3,10,3
dependent assurance,0.3,10,3
Scottish pastor,1.0,9,9
video pace,0.25,8,2
initial misuse,0.8571428571428571,7,6
flat demise,0.4444444444444444,9,4
digital settler,0.5,10,5
thick freshwater,0.2,10,2
sick friendship,0.7777777777777778,9,7
dangerous screw,0.8,10,8
legendary protest,0.875,8,7
Italian diving,0.8,10,8
random throat,0.1111111111111111,9,1
generic plate,0.6666666666666666,9,6
fresh politician,0.6666666666666666,9,6
constant township,0.5555555555555556,9,5
past liquid,0.2,10,2
proud pilot,1.0,10,10
least vein,0.5,8,4
square seizure,0.2,10,2
vertical emission,0.3333333333333333,9,3
narrow undertaking,0.9,10,9
correct groove,0.6666666666666666,9,6
major bathroom,0.6666666666666666,9,6
mutual soundtrack,0.3,10,3
dry debt,0.2,10,2
stunning microscope,0.4444444444444444,9,4
constant ankle,0.1,10,1
elderly contract,0.75,8,6
hard media,0.6666666666666666,9,6
medieval visit,0.625,8,5
pleasant junk,0.625,8,5
coastal marketing,0.6666666666666666,9,6
manual frog,0.2222222222222222,9,2
variable postcode,0.4444444444444444,9,4
animal magistrate,0.25,8,2
classical petition,0.6,10,6
sick wealth,0.4,10,4
crucial socialism,0.3333333333333333,9,3
red bowel,0.5555555555555556,9,5
formal landfill,0.5,10,5
blue founding,0.2,10,2
secondary pianist,1.0,10,10
part-time canal,0.2,10,2
theoretical livestock,0.5555555555555556,9,5
tall weekend,0.2222222222222222,9,2
inner civilization,0.4444444444444444,9,4
Irish cult,0.7,10,7
innovative defendant,0.7,10,7
African handset,0.2,10,2
essential symposium,0.6,10,6
plastic coast,0.1111111111111111,9,1
tough significance,0.7777777777777778,9,7
remote freight,0.6666666666666666,9,6
remarkable probability,0.8,10,8
confident texture,0.25,8,2
historic presidency,1.0,10,10
multiple lung,0.125,8,1
grand deficit,0.75,8,6
monthly democracy,0.2222222222222222,9,2
liberal champagne,0.0,8,0
theoretical asylum,0.6666666666666666,9,6
empty networking,0.7,10,7
live pedestrian,0.6666666666666666,9,6
